Logging to training_random_logs/4_robots/logs/PPO_set8
Using cpu device
Training started on Wed Jan 28 10:41:05 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 8, 'verbose': 1, 'steps': 1000000, 'num_robots': 4, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
-----------------------------------------
| rollout/                |             |
|    value_loss           | 2.01e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 33.8         |
|    ep_rew_mean          | -4.85e+05    |
| time/                   |              |
|    fps                  | 962          |
|    time_elapsed         | 467          |
|    total_timesteps      | 450000       |
| train/                  |              |
|    approx_kl            | 0.0019727969 |
|    clip_fraction        | 0.000916     |
|    clip_range           | 0.2          |
|    entropy_loss         | -19.4        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.03e+10     |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00213     |
|    std                  | 1.22         |
|    value_loss           | 1.93e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 29.9        |
|    ep_rew_mean          | -4.33e+05   |
| time/                   |             |
|    fps                  | 955         |
|    time_elapsed         | 481         |
|    total_timesteps      | 460000      |
| train/                  |             |
|    approx_kl            | 0.002288756 |
|    clip_fraction        | 0.00132     |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.4       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 9.19e+09    |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00235    |
|    std                  | 1.23        |
|    value_loss           | 1.93e+10    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.1        |
|    ep_rew_mean          | -4.86e+05   |
| time/                   |             |
|    fps                  | 957         |
|    time_elapsed         | 490         |
|    total_timesteps      | 470000      |
| train/                  |             |
|    approx_kl            | 0.003796064 |
|    clip_fraction        | 0.00912     |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.5       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 9.37e+09    |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.00337    |
|    std                  | 1.23        |
|    value_loss           | 1.94e+10    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 26.8       |
|    ep_rew_mean          | -3.96e+05  |
| time/                   |            |
|    fps                  | 959        |
|    time_elapsed         | 500        |
|    total_timesteps      | 480000     |
| train/                  |            |
|    approx_kl            | 0.00135512 |
|    clip_fraction        | 0.000439   |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.5      |
|    explained_variance   | -2.38e-07  |
|    learning_rate        | 0.0017     |
|    loss                 | 9.76e+09   |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.00157   |
|    std                  | 1.23       |
|    value_loss           | 1.92e+10   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -5.39e+05    |
| time/                   |              |
|    fps                  | 960          |
|    time_elapsed         | 510          |
|    total_timesteps      | 490000       |
| train/                  |              |
|    approx_kl            | 0.0024008448 |
|    clip_fraction        | 0.00204      |
|    clip_range           | 0.2          |
|    entropy_loss         | -19.6        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.98e+09     |
|    n_updates            | 590          |
|    policy_gradient_loss | -0.00225     |
|    std                  | 1.24         |
|    value_loss           | 1.86e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 30.6        |
|    ep_rew_mean          | -4.43e+05   |
| time/                   |             |
|    fps                  | 954         |
|    time_elapsed         | 524         |
|    total_timesteps      | 500000      |
| train/                  |             |
|    approx_kl            | 0.001968185 |
|    clip_fraction        | 0.00131     |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.7       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 8.46e+09    |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.002      |
|    std                  | 1.25        |
|    value_loss           | 1.83e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.8         |
|    ep_rew_mean          | -4.41e+05    |
| time/                   |              |
|    fps                  | 955          |
|    time_elapsed         | 533          |
|    total_timesteps      | 510000       |
| train/                  |              |
|    approx_kl            | 0.0030422772 |
|    clip_fraction        | 0.00302      |
|    clip_range           | 0.2          |
|    entropy_loss         | -19.7        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.62e+09     |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00286     |
|    std                  | 1.25         |
|    value_loss           | 1.81e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 34.8         |
|    ep_rew_mean          | -4.93e+05    |
| time/                   |              |
|    fps                  | 957          |
|    time_elapsed         | 543          |
|    total_timesteps      | 520000       |
| train/                  |              |
|    approx_kl            | 0.0026569264 |
|    clip_fraction        | 0.00269      |
|    clip_range           | 0.2          |
|    entropy_loss         | -19.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.81e+09     |
|    n_updates            | 630          |
|    policy_gradient_loss | -0.0031      |
|    std                  | 1.26         |
|    value_loss           | 1.89e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 33.8         |
|    ep_rew_mean          | -4.74e+05    |
| time/                   |              |
|    fps                  | 958          |
|    time_elapsed         | 552          |
|    total_timesteps      | 530000       |
| train/                  |              |
|    approx_kl            | 0.0023364606 |
|    clip_fraction        | 0.00225      |
|    clip_range           | 0.2          |
|    entropy_loss         | -19.8        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.23e+09     |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00251     |
|    std                  | 1.27         |
|    value_loss           | 1.88e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.2        |
|    ep_rew_mean          | -3.81e+05   |
| time/                   |             |
|    fps                  | 959         |
|    time_elapsed         | 562         |
|    total_timesteps      | 540000      |
| train/                  |             |
|    approx_kl            | 0.002046205 |
|    clip_fraction        | 0.00149     |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.9       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 9.38e+09    |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.00238    |
|    std                  | 1.27        |
|    value_loss           | 1.86e+10    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.5        |
|    ep_rew_mean          | -4.61e+05   |
| time/                   |             |
|    fps                  | 954         |
|    time_elapsed         | 576         |
|    total_timesteps      | 550000      |
| train/                  |             |
|    approx_kl            | 0.002081098 |
|    clip_fraction        | 0.00166     |
|    clip_range           | 0.2         |
|    entropy_loss         | -20         |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 8.6e+09     |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.00244    |
|    std                  | 1.28        |
|    value_loss           | 1.82e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.3         |
|    ep_rew_mean          | -4.2e+05     |
| time/                   |              |
|    fps                  | 955          |
|    time_elapsed         | 586          |
|    total_timesteps      | 560000       |
| train/                  |              |
|    approx_kl            | 0.0018530468 |
|    clip_fraction        | 0.000671     |
|    clip_range           | 0.2          |
|    entropy_loss         | -20          |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.73e+09     |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00223     |
|    std                  | 1.29         |
|    value_loss           | 1.81e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.9         |
|    ep_rew_mean          | -4.49e+05    |
| time/                   |              |
|    fps                  | 956          |
|    time_elapsed         | 595          |
|    total_timesteps      | 570000       |
| train/                  |              |
|    approx_kl            | 0.0025634049 |
|    clip_fraction        | 0.00291      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.1        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.84e+09     |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.00219     |
|    std                  | 1.29         |
|    value_loss           | 1.88e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.2        |
|    ep_rew_mean          | -3.92e+05   |
| time/                   |             |
|    fps                  | 957         |
|    time_elapsed         | 605         |
|    total_timesteps      | 580000      |
| train/                  |             |
|    approx_kl            | 0.002120143 |
|    clip_fraction        | 0.00154     |
|    clip_range           | 0.2         |
|    entropy_loss         | -20.1       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 8.73e+09    |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0022     |
|    std                  | 1.3         |
|    value_loss           | 1.78e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.8         |
|    ep_rew_mean          | -3.72e+05    |
| time/                   |              |
|    fps                  | 952          |
|    time_elapsed         | 619          |
|    total_timesteps      | 590000       |
| train/                  |              |
|    approx_kl            | 0.0019509996 |
|    clip_fraction        | 0.00129      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.2        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.24e+09     |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00231     |
|    std                  | 1.31         |
|    value_loss           | 1.76e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.6         |
|    ep_rew_mean          | -3.87e+05    |
| time/                   |              |
|    fps                  | 953          |
|    time_elapsed         | 629          |
|    total_timesteps      | 600000       |
| train/                  |              |
|    approx_kl            | 0.0012006038 |
|    clip_fraction        | 0.000208     |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.28e+09     |
|    n_updates            | 730          |
|    policy_gradient_loss | -0.00151     |
|    std                  | 1.31         |
|    value_loss           | 1.7e+10      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.7         |
|    ep_rew_mean          | -4.55e+05    |
| time/                   |              |
|    fps                  | 954          |
|    time_elapsed         | 639          |
|    total_timesteps      | 610000       |
| train/                  |              |
|    approx_kl            | 0.0016786363 |
|    clip_fraction        | 0.000745     |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.51e+09     |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00178     |
|    std                  | 1.32         |
|    value_loss           | 1.79e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.2         |
|    ep_rew_mean          | -4.34e+05    |
| time/                   |              |
|    fps                  | 954          |
|    time_elapsed         | 649          |
|    total_timesteps      | 620000       |
| train/                  |              |
|    approx_kl            | 0.0022230977 |
|    clip_fraction        | 0.0017       |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.4        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.89e+09     |
|    n_updates            | 750          |
|    policy_gradient_loss | -0.00227     |
|    std                  | 1.32         |
|    value_loss           | 1.77e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.3         |
|    ep_rew_mean          | -3.98e+05    |
| time/                   |              |
|    fps                  | 954          |
|    time_elapsed         | 659          |
|    total_timesteps      | 630000       |
| train/                  |              |
|    approx_kl            | 0.0032019562 |
|    clip_fraction        | 0.00564      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.4        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.24e+09     |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00298     |
|    std                  | 1.33         |
|    value_loss           | 1.79e+10     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 30.9       |
|    ep_rew_mean          | -4.49e+05  |
| time/                   |            |
|    fps                  | 949        |
|    time_elapsed         | 673        |
|    total_timesteps      | 640000     |
| train/                  |            |
|    approx_kl            | 0.00259842 |
|    clip_fraction        | 0.00265    |
|    clip_range           | 0.2        |
|    entropy_loss         | -20.5      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0017     |
|    loss                 | 8.89e+09   |
|    n_updates            | 780        |
|    policy_gradient_loss | -0.00288   |
|    std                  | 1.34       |
|    value_loss           | 1.75e+10   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.5         |
|    ep_rew_mean          | -3.93e+05    |
| time/                   |              |
|    fps                  | 950          |
|    time_elapsed         | 683          |
|    total_timesteps      | 650000       |
| train/                  |              |
|    approx_kl            | 0.0018205482 |
|    clip_fraction        | 0.00122      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.6        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.72e+09     |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.00204     |
|    std                  | 1.35         |
|    value_loss           | 1.79e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.1         |
|    ep_rew_mean          | -4.22e+05    |
| time/                   |              |
|    fps                  | 952          |
|    time_elapsed         | 693          |
|    total_timesteps      | 660000       |
| train/                  |              |
|    approx_kl            | 0.0017067129 |
|    clip_fraction        | 0.00116      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.6        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.14e+09     |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00161     |
|    std                  | 1.35         |
|    value_loss           | 1.76e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.7         |
|    ep_rew_mean          | -4.45e+05    |
| time/                   |              |
|    fps                  | 953          |
|    time_elapsed         | 702          |
|    total_timesteps      | 670000       |
| train/                  |              |
|    approx_kl            | 0.0031366118 |
|    clip_fraction        | 0.00786      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.7        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.8e+09      |
|    n_updates            | 810          |
|    policy_gradient_loss | -0.00335     |
|    std                  | 1.36         |
|    value_loss           | 1.74e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.6         |
|    ep_rew_mean          | -3.74e+05    |
| time/                   |              |
|    fps                  | 948          |
|    time_elapsed         | 716          |
|    total_timesteps      | 680000       |
| train/                  |              |
|    approx_kl            | 0.0019844389 |
|    clip_fraction        | 0.000928     |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.24e+09     |
|    n_updates            | 830          |
|    policy_gradient_loss | -0.00212     |
|    std                  | 1.37         |
|    value_loss           | 1.68e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.3         |
|    ep_rew_mean          | -3.63e+05    |
| time/                   |              |
|    fps                  | 949          |
|    time_elapsed         | 726          |
|    total_timesteps      | 690000       |
| train/                  |              |
|    approx_kl            | 0.0015652307 |
|    clip_fraction        | 0.000977     |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.74e+09     |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00178     |
|    std                  | 1.38         |
|    value_loss           | 1.66e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.8         |
|    ep_rew_mean          | -3.47e+05    |
| time/                   |              |
|    fps                  | 950          |
|    time_elapsed         | 736          |
|    total_timesteps      | 700000       |
| train/                  |              |
|    approx_kl            | 0.0032892204 |
|    clip_fraction        | 0.00741      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.9        |
|    explained_variance   | -3.58e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.29e+09     |
|    n_updates            | 850          |
|    policy_gradient_loss | -0.00314     |
|    std                  | 1.38         |
|    value_loss           | 1.66e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.5         |
|    ep_rew_mean          | -2.92e+05    |
| time/                   |              |
|    fps                  | 952          |
|    time_elapsed         | 745          |
|    total_timesteps      | 710000       |
| train/                  |              |
|    approx_kl            | 0.0026030364 |
|    clip_fraction        | 0.00498      |
|    clip_range           | 0.2          |
|    entropy_loss         | -20.9        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.58e+09     |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00247     |
|    std                  | 1.39         |
|    value_loss           | 1.63e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.9         |
|    ep_rew_mean          | -4.06e+05    |
| time/                   |              |
|    fps                  | 953          |
|    time_elapsed         | 755          |
|    total_timesteps      | 720000       |
| train/                  |              |
|    approx_kl            | 0.0022923462 |
|    clip_fraction        | 0.00227      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.92e+09     |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.00239     |
|    std                  | 1.39         |
|    value_loss           | 1.7e+10      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.4         |
|    ep_rew_mean          | -3.83e+05    |
| time/                   |              |
|    fps                  | 948          |
|    time_elapsed         | 769          |
|    total_timesteps      | 730000       |
| train/                  |              |
|    approx_kl            | 0.0019451777 |
|    clip_fraction        | 0.00146      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.35e+09     |
|    n_updates            | 890          |
|    policy_gradient_loss | -0.00241     |
|    std                  | 1.4          |
|    value_loss           | 1.65e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.1         |
|    ep_rew_mean          | -3.56e+05    |
| time/                   |              |
|    fps                  | 949          |
|    time_elapsed         | 779          |
|    total_timesteps      | 740000       |
| train/                  |              |
|    approx_kl            | 0.0026650652 |
|    clip_fraction        | 0.00416      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.22e+09     |
|    n_updates            | 900          |
|    policy_gradient_loss | -0.00235     |
|    std                  | 1.41         |
|    value_loss           | 1.6e+10      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.5        |
|    ep_rew_mean          | -3.35e+05   |
| time/                   |             |
|    fps                  | 950         |
|    time_elapsed         | 788         |
|    total_timesteps      | 750000      |
| train/                  |             |
|    approx_kl            | 0.002361253 |
|    clip_fraction        | 0.00337     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 8.57e+09    |
|    n_updates            | 910         |
|    policy_gradient_loss | -0.00268    |
|    std                  | 1.41        |
|    value_loss           | 1.57e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.7         |
|    ep_rew_mean          | -3.75e+05    |
| time/                   |              |
|    fps                  | 951          |
|    time_elapsed         | 798          |
|    total_timesteps      | 760000       |
| train/                  |              |
|    approx_kl            | 0.0019089688 |
|    clip_fraction        | 0.00336      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.52e+09     |
|    n_updates            | 920          |
|    policy_gradient_loss | -0.00254     |
|    std                  | 1.42         |
|    value_loss           | 1.57e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.8         |
|    ep_rew_mean          | -3.73e+05    |
| time/                   |              |
|    fps                  | 952          |
|    time_elapsed         | 808          |
|    total_timesteps      | 770000       |
| train/                  |              |
|    approx_kl            | 0.0022299984 |
|    clip_fraction        | 0.00208      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.06e+09     |
|    n_updates            | 930          |
|    policy_gradient_loss | -0.00268     |
|    std                  | 1.43         |
|    value_loss           | 1.61e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.1         |
|    ep_rew_mean          | -3.19e+05    |
| time/                   |              |
|    fps                  | 948          |
|    time_elapsed         | 822          |
|    total_timesteps      | 780000       |
| train/                  |              |
|    approx_kl            | 0.0018846493 |
|    clip_fraction        | 0.00123      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.4        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.37e+09     |
|    n_updates            | 950          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 1.44         |
|    value_loss           | 1.56e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.9         |
|    ep_rew_mean          | -3.31e+05    |
| time/                   |              |
|    fps                  | 949          |
|    time_elapsed         | 832          |
|    total_timesteps      | 790000       |
| train/                  |              |
|    approx_kl            | 0.0024375117 |
|    clip_fraction        | 0.00341      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.4        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.24e+09     |
|    n_updates            | 960          |
|    policy_gradient_loss | -0.00233     |
|    std                  | 1.45         |
|    value_loss           | 1.57e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.4         |
|    ep_rew_mean          | -3.6e+05     |
| time/                   |              |
|    fps                  | 950          |
|    time_elapsed         | 841          |
|    total_timesteps      | 800000       |
| train/                  |              |
|    approx_kl            | 0.0032383178 |
|    clip_fraction        | 0.00671      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.5        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.31e+09     |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.00325     |
|    std                  | 1.45         |
|    value_loss           | 1.6e+10      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23.9        |
|    ep_rew_mean          | -3.47e+05   |
| time/                   |             |
|    fps                  | 951         |
|    time_elapsed         | 851         |
|    total_timesteps      | 810000      |
| train/                  |             |
|    approx_kl            | 0.002916297 |
|    clip_fraction        | 0.00437     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.5       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 8.59e+09    |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.00276    |
|    std                  | 1.46        |
|    value_loss           | 1.59e+10    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.2        |
|    ep_rew_mean          | -3.29e+05   |
| time/                   |             |
|    fps                  | 947         |
|    time_elapsed         | 865         |
|    total_timesteps      | 820000      |
| train/                  |             |
|    approx_kl            | 0.002579177 |
|    clip_fraction        | 0.00411     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.6       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 7.63e+09    |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.00258    |
|    std                  | 1.47        |
|    value_loss           | 1.54e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.3         |
|    ep_rew_mean          | -3.83e+05    |
| time/                   |              |
|    fps                  | 948          |
|    time_elapsed         | 875          |
|    total_timesteps      | 830000       |
| train/                  |              |
|    approx_kl            | 0.0019946848 |
|    clip_fraction        | 0.002        |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.7        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.51e+09     |
|    n_updates            | 1010         |
|    policy_gradient_loss | -0.00207     |
|    std                  | 1.48         |
|    value_loss           | 1.53e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.4        |
|    ep_rew_mean          | -3.9e+05    |
| time/                   |             |
|    fps                  | 948         |
|    time_elapsed         | 885         |
|    total_timesteps      | 840000      |
| train/                  |             |
|    approx_kl            | 0.002093272 |
|    clip_fraction        | 0.00109     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.7       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 7.66e+09    |
|    n_updates            | 1020        |
|    policy_gradient_loss | -0.00239    |
|    std                  | 1.48        |
|    value_loss           | 1.59e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.4         |
|    ep_rew_mean          | -2.86e+05    |
| time/                   |              |
|    fps                  | 949          |
|    time_elapsed         | 894          |
|    total_timesteps      | 850000       |
| train/                  |              |
|    approx_kl            | 0.0017868793 |
|    clip_fraction        | 0.00146      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.8e+09      |
|    n_updates            | 1030         |
|    policy_gradient_loss | -0.00173     |
|    std                  | 1.49         |
|    value_loss           | 1.54e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.1         |
|    ep_rew_mean          | -3.44e+05    |
| time/                   |              |
|    fps                  | 950          |
|    time_elapsed         | 904          |
|    total_timesteps      | 860000       |
| train/                  |              |
|    approx_kl            | 0.0019228056 |
|    clip_fraction        | 0.000928     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.8e+09      |
|    n_updates            | 1040         |
|    policy_gradient_loss | -0.00196     |
|    std                  | 1.5          |
|    value_loss           | 1.53e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18           |
|    ep_rew_mean          | -2.83e+05    |
| time/                   |              |
|    fps                  | 946          |
|    time_elapsed         | 919          |
|    total_timesteps      | 870000       |
| train/                  |              |
|    approx_kl            | 0.0025205351 |
|    clip_fraction        | 0.00526      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.9        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.49e+09     |
|    n_updates            | 1060         |
|    policy_gradient_loss | -0.00177     |
|    std                  | 1.51         |
|    value_loss           | 1.48e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.9        |
|    ep_rew_mean          | -3.27e+05   |
| time/                   |             |
|    fps                  | 947         |
|    time_elapsed         | 929         |
|    total_timesteps      | 880000      |
| train/                  |             |
|    approx_kl            | 0.002434772 |
|    clip_fraction        | 0.0027      |
|    clip_range           | 0.2         |
|    entropy_loss         | -22         |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 7.2e+09     |
|    n_updates            | 1070        |
|    policy_gradient_loss | -0.00242    |
|    std                  | 1.52        |
|    value_loss           | 1.46e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.2         |
|    ep_rew_mean          | -3.38e+05    |
| time/                   |              |
|    fps                  | 948          |
|    time_elapsed         | 938          |
|    total_timesteps      | 890000       |
| train/                  |              |
